GSTIN of Jobworker,PARTY NAME ,State,Our Main Challan No.,Our Main Challan Date,Description of Goods Sent,UOM, Quantity Sent , Taxable Value , Tax Rate , Total ,,
33AAACC3000F1ZN,CHEMPLAST SANMAR LIMITED,TAMILNADU,231,02.06.2023,HYDROXY ESTER (FG),KGS, 11.72 ," 10,548.00 ", -   ," 10,548.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Electric Conduit Pipe Spiral 3/8"" ID PVC",EA, 4.00 , 600.00 , -   , 600.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Connector StraightQSF-1/2-16 Festo190654,EA, 8.00 ," 4,800.00 ", -   ," 4,800.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Connector Tee QST-16 153133 Festo,EA, 18.00 ," 4,500.00 ", -   ," 4,500.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Connector Tee QST--8 Festo 153130,EA, 30.00 ," 3,750.00 ", -   ," 3,750.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Connector Bulk Head QSS-8 Festo 153159,EA, 20.00 ," 3,400.00 ", -   ," 3,400.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Connector Elbow QSL-1/4-8 Festo 153049,EA, 10.00 ," 1,050.00 ", -   ," 1,050.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,LUG Pin Type 2.5 sq mm Copper,EA, 30.00 , 30.00 , -   , 30.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,LUG Ring Type 2.5 sq mm Copper,EA, 23.00 , 23.00 , -   , 23.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Selector Switch 2Pos.XB5AD21N Schn.,EA, 1.00 , 255.00 , -   , 255.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Drill Bit Par Shank Short Len Dia 4.2HSS,EA, 5.00 , 200.00 , -   , 200.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Drill Bit Par Shank Short Len Dia 5.2HSS,EA, 5.00 , 250.00 , -   , 250.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"SERRATED NOZZLE 1"" TRICLOVER END S6L",EA, 5.00 ," 1,100.00 ", -   ," 1,100.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"1"" TC WITH  1/2"" NIPPLE",EA, 5.00 , 750.00 , -   , 750.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"4"" HOSE PIPE SILICON 300 MM LOG",EA, 3.00 ," 4,500.00 ", -   ," 4,500.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Cutting Wheel 4"" X 1/8"" ""Gring Fast""",EA, 11.00 , 165.00 , -   , 165.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Flap Wheel 5"" Dia 1"" Width 60 Grit",EA, 4.00 , 320.00 , -   , 320.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Grinding Wheel 4"" X 1/4"" X 1/2"" A-46",EA, 5.00 , 175.00 , -   , 175.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Reducer C ERW 2.5""x2"" OD 14 swg S6L",EA, 2.00 , 700.00 , -   , 700.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Hose Clip  1 1/2"" - SS 304",EA, 8.00 , 400.00 , -   , 400.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Plunger Index M20 GN617-10-AK-NI Ele+Gan,EA, 3.00 ," 8,400.00 ", -   ," 8,400.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Triclover Ferrule 50 DN SS 316L XXX,EA, 3.00 ," 1,800.00 ", -   ," 1,800.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"1""TC BLIND  1/4 TAPPING ",EA, 8.00 ," 1,200.00 ", -   ," 1,200.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,ALLEN BOLT CSK 4X15,EA, 10.00 , 200.00 , -   , 200.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Bolt Hexagonal Head M8 75mm SS 304,EA, 10.00 , 200.00 , -   , 200.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,ALLEN CSK 6X12,EA, 5.00 , 75.00 , -   , 75.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Bolt Hex Head Full Thred M6 25lg S04,EA, 6.00 , 48.00 , -   , 48.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Bolt Hex Head Full Thred M8 25lg S04,EA, 13.00 , 117.00 , -   , 117.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Bolt Hex Head Full Thred M12 20lg S04,EA, 20.00 , 300.00 , -   , 300.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Hose Clip  2 "" SS 304",EA, 8.00 , 360.00 , -   , 360.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,DOOR CYLINDER COCKING PIN,EA, 1.00 , 500.00 , -   , 500.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"Hose Pipe Thunder 2"" ID Plain -  SS 304",MTR, 20.00 ," 8,000.00 ", -   ," 8,000.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Cable Tie 3mmwide 100mm long Nylon,EA, 400.00 , 200.00 , -   , 200.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,Cable Tie 3mmwide 150mm long Nylon,EA, 400.00 ," 2,400.00 ", -   ," 2,400.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,MOP PAD ,EA, 2.00 , 300.00 , -   , 300.00 ,,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,JAEKING TORLLY LEVLING BOLT ,EA, 16.00 ," 4,800.00 ", -   ," 4,800.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,Maharashtra,233,05.06.2023,"11/2"" MANIFOLD",EA, 4.00 ," 4,000.00 ", -   ," 4,000.00 ",,
"24AAFCB3770L1ZK
 ",Bectochem Loedige Process Technology Pvt ltd,GUJARAT,239,05.06.2023,OptiPlex 3010 (6TXV7X1),EA, 1.00 ," 35,000.00 "," 6,300.00 "," 41,300.00 ",,
"24AAFCB3770L1ZK
 ",Bectochem Loedige Process Technology Pvt ltd,GUJARAT,239,05.06.2023,Monitor (H9Z33D2),EA, 1.00 ," 17,000.00 "," 3,060.00 "," 20,060.00 ",,
"24AAFCB3770L1ZK
 ",Bectochem Loedige Process Technology Pvt ltd,GUJARAT,239,05.06.2023,Keyboard,EA, 1.00 ," 3,000.00 ", 540.00 ," 3,540.00 ",,
"24AAFCB3770L1ZK
 ",Bectochem Loedige Process Technology Pvt ltd,GUJARAT,239,05.06.2023,Mouse,EA, 1.00 , 240.00 , 43.00 , 283.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,242,05.06.2023,"T- Part with 1 "" TC End",EA, 1.00 ," 1,200.00 ", 216.00 ," 1,416.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,242,05.06.2023,"Triclover Blind 1"" OD 3A S6L",EA, 1.00 , 124.00 , 22.00 , 146.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,242,05.06.2023,Solenoid Valve MFH-3-1/2 P-9857 F,EA, 1.00 ," 4,013.00 ", 722.00 ," 4,735.00 ",,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,242,05.06.2023,Coil Sol. 24V DC MSFG24/4250/60-4527 F,EA, 1.00 , 498.00 , 90.00 , 588.00 ,,
24AAACA3927D3Z6,AMAR TEA PVT LTD,GUJARAT,242,05.06.2023," VALVE Non Return TC Ends 1.5"" SS 316L",EA, 1.00 ," 1,500.00 ", 270.00 ," 1,770.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,243,05.06.2023,Pin type lug ,EA, 800.00 , 512.00 , 92.00 , 604.00 ,,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,243,05.06.2023,32 mm FLP gland   ,EA, 14.00 ," 3,220.00 ", 580.00 ," 3,800.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,243,05.06.2023,10 core cable    ,MTRS, 20.00 ," 3,000.00 ", 540.00 ," 3,540.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,243,05.06.2023,2.5 terminal connector ,EA, 10.00 , 220.00 , 40.00 , 260.00 ,,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,243,05.06.2023,Plug blind 12 mm ,EA, 80.00 ," 1,044.00 ", 188.00 ," 1,232.00 ",,
27AASCA9722G1Z9,Aarti Pharmalabs Limited- UNIT V,Maharashtra,249,05.06.2023,V TOP FILE,EA, 1.00 , -   , -   , -   ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Bolt Hex Head Full Thr M20 150mm SS 304,EA, 30.00 ," 5,997.00 "," 1,079.46 "," 7,076.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Nut Hexagonal Head M20 - SS 304,EA, 30.00 , 892.80 , 160.70 ," 1,054.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Washer Plain M 20 - SS 304,EA, 30.00 , 333.90 , 60.10 , 394.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Bolt DOM M8 35mm SS 304,EA, 30.00 , 558.00 , 100.44 , 658.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Nut Hexagonal Head M8 - SS 304,EA, 30.00 , 102.00 , 18.36 , 120.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Washer Plain M 8 - SS 304,EA, 30.00 , 49.80 , 8.96 , 59.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 12.00 ," 2,499.96 ", 449.99 ," 2,950.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,"Triclover Silicone Gasket 2"" OD 3A",EA, 12.00 , 229.92 , 41.39 , 271.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,"Level Switch Vibr.Fork FLPTC2""150L S6L",EA, 1.00 ," 9,500.00 "," 1,710.00 "," 11,210.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Bolt Hex Head Full Thred M12 50lg S04,EA, 50.00 ," 1,364.00 ", 245.52 ," 1,610.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Nut Hexagonal Head M12 - SS 304,EA, 50.00 , 600.00 , 108.00 , 708.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Poly Tube BL PUN08x6-0 Airmax,MTRS, 50.00 ," 1,400.00 ", 252.00 ," 1,652.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Bolt Hexagonal Head M6 15mm SS 304,EA, 10.00 , 64.00 , 11.52 , 76.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Nut Hexagonal Head- M6 - SS 304,EA, 10.00 , 23.00 , 4.14 , 27.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Bolt Hexagonal Head M8 15mm SS 304,EA, 20.00 , 174.00 , 31.32 , 205.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,Nut Hexagonal Head M8 - SS 304,EA, 20.00 , 68.00 , 12.24 , 80.00 ,,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,"Hose Pipe Thunder 2 1/2""BSP  S04 WB PVC",MTRS, 40.00 ," 25,600.00 "," 4,608.00 "," 30,208.00 ",,
09AAACW0631J1ZE,Win-Medicare Pvt. Ltd.,Uttar Pradesh ,251,06.06.2023,"S.S.316 REDUCER 2"" X 2 1/2""",EA, 4.00 , 880.00 , 158.00 ," 1,038.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,POWDER CONVEYING SYSTEM PCS 200,EA, 1.00 ," 2,50,000.00 "," 45,000.00 "," 2,95,000.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,PURGING NOZZLE + AIR PURGING ASSEMBLY,EA, 1.00 ," 90,000.00 "," 16,200.00 "," 1,06,200.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,PULSE JET VALVE,EA, 1.00 ," 35,000.00 "," 6,300.00 "," 41,300.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,"ACTUATOR BALL VALVE 2"" WITH TC END BOTH SIDE ",EA, 1.00 ," 10,000.00 "," 1,800.00 "," 11,800.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,"PRESSURE REGULATOR VALVE (3/8""BSP, FESTO MAKE WITH1"" HOSE PIPE )",EA, 1.00 ," 4,000.00 ", 720.00 ," 4,720.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,"SERRATED NOZZLE WITH 3"" CLAMP AND GASKET AND HOSE CLIP ",EA, 1.00 ," 2,500.00 ", 450.00 ," 2,950.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,"3"" ACTUATED BUTTERFLY WITH BOTH SIDE FLANGE END ",EA, 1.00 ," 15,000.00 "," 2,700.00 "," 17,700.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,FILTER WITH CAGE (2MICRON CLOTH FILTER ),EA, 1.00 ," 7,200.00 "," 1,296.00 "," 8,496.00 ",,
27AABCH3223J1ZS,Harman Finochem Limited (API SHENDR ),Maharastra,256,07.06.2023,DISTANCE PIECE WITH HOSE CLIP ,EA, 1.00 ," 6,300.00 "," 1,134.00 "," 7,434.00 ",,
27AAACL1069K1ZF,LUPIN LTD - PUNE,Maharastra,258,09.06.2023,VILANTEROL  TRIFENATATE ( 3 BATCHES ),GM, 50.00 ," 2,50,000.00 "," 45,000.00 "," 2,95,000.00 ",,
27AAACL1069K1ZF,LUPIN LTD - PUNE,Maharastra,258,09.06.2023,VIBRATER FEEDER ,EA, 2.00 ," 40,000.00 "," 7,200.00 "," 47,200.00 ",,
27AAACL1069K1ZF,LUPIN LTD - PUNE,Maharastra,258,09.06.2023,PAPR HOOD,EA, 2.00 ," 20,000.00 "," 3,600.00 "," 23,600.00 ",,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,259,09.06.2023,"FLANGE TO TC REDUCHER SET 1.1/2""X1"" ",EA, 1.00 ," 1,879.00 ", 338.00 ," 2,217.00 ",,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,259,09.06.2023,SANP HOOK,EA, 2.00 , 30.00 , 5.00 , 35.00 ,,
24AAACI5120L1ZU,M/S Intas Pharmaceuticals Ltd,GUJARAT,260,09.06.2023,Gasket J Type 26 x 24,MTRS, 0.15 , 225.00 , 41.00 , 266.00 ,,
27AAJCS7653R1ZB,Swiss Engineers Pvt Ltd,Maharastra,260 A,09.06.2023,CASTOR WHEEL MD 15050 S04 STURD-M16 SB,EA, 64.00 ," 1,03,936.00 "," 18,708.00 "," 1,22,644.00 ",,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,266,10.06.2023,ROPE CLAMP Ø5 MM NYLON,EA, 1.00 , 600.00 , 108.00 , 708.00 ,,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,266,10.06.2023,ROPE Ø6x2m NYLON FOR SUCTION LANCE,mtr, 7.00 ," 5,600.00 "," 1,008.00 "," 6,608.00 ",,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,266,10.06.2023,B-DCS BLOCKING DEVICE Ø6 NITRILE,EA, 1.00 ," 1,700.00 ", 306.00 ," 2,006.00 ",,
24AAACB4127A1ZJ,BHARAT RASAYAN LTD,GUJARAT,266,10.06.2023,O Ring 575 ID X 5 THK Silicon',EA, 1.00 , 500.00 , 90.00 , 590.00 ,,
36AAACD7999Q1ZL,Dr Reddy's Laboratories Ltd.(CPS UNIT 2),Andra Pradesh ,267,10.06.2023,continuous liner for 300 dia  CLS  ,EA , 2.00 ," 30,000.00 "," 5,400.00 "," 35,400.00 ",,
36AAACD7999Q1ZL,Dr Reddy's Laboratories Ltd.(CPS UNIT 2),Andra Pradesh ,267,10.06.2023,Continous Liner for 300 dia  CLS ,EA , 1.00 ," 7,500.00 "," 1,350.00 "," 8,850.00 ",,
36AADCM3491M2Z1,Mylan Laboratories Limited,Andra Pradesh ,268,10.06.2023,CONNECTING PIECE OF CO-MILL,EA , 2.00 ," 6,000.00 ", -   ," 6,000.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,269,10.06.2023,"Hose Pipe Flexi 4"" ID Pln Nyl Braid Si",MTR, 2.00 ," 22,000.00 ", -   ," 22,000.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,269,10.06.2023,Cable Flexible 4.0mmsq 1Core YellowGreen,MTR, 350.00 ," 12,600.00 ", -   ," 12,600.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,269,10.06.2023,"Serrated Nozzle 4"" - Triclover End S16",EA, 4.00 ," 2,440.00 ", -   ," 2,440.00 ",,
03AABCI1842A1ZF,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,PUNJAB,270,12.06.2023,Pantoprazole ,KGS, 10.04 ," 40,000.00 "," 7,200.00 "," 47,200.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,281,15.06.2023,SS 304 PIPE 100X100  (150 MM),EA, 3.00 , 885.00 , 159.00 ," 1,044.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,282,15.06.2023,SS BRACKET,EA, 2.00 , 250.00 , 45.00 , 295.00 ,,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,282,15.06.2023,"CONNCTOR 1/2""X 1/4""",EA, 4.00 , 400.00 , 72.00 , 472.00 ,,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,282,15.06.2023,TEE PU 8 MM ,EA, 3.00 , 240.00 , 43.20 , 283.00 ,,
29AAFCI6926H1Z8,ITC Indivision LTd,Andhra pradesh,283,16.06.2023,VTP FILE,EA, 1.00 , -   , -   , -   ,,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,288,17.06.2023,"Glove  8 "" hypalon ",EA, 22.00 ," 1,82,600.00 "," 32,868.00 "," 2,15,468.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,288,17.06.2023,300 Dia Continous Liner ,EA, 21.00 ," 1,47,000.00 "," 26,460.00 "," 1,73,460.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,288,17.06.2023,150 dia Continous Liner ,EA, 8.00 ," 48,000.00 "," 8,640.00 "," 56,640.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,288,17.06.2023,200 Dia Continous Liner ,EA, 2.00 ," 15,000.00 "," 2,700.00 "," 17,700.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,288,17.06.2023,Differential Pressure Guage ,EA, 1.00 ," 3,351.00 ", 603.18 ," 3,954.00 ",,
24AAACI1220M2ZY,IPCA Laboratories Ltd,GUJARAT,288,17.06.2023,Glove port Cover ,EA, 1.00 ," 3,000.00 ", 540.00 ," 3,540.00 ",,
,BHOOMI FABRICATING PVT. LTD,GUJARAT,290,19.06.2023,SS 316L SHEET 300X300X3 MM ,EA, 1.00 , 510.00 , 92.00 , 602.00 ,,
23AAACA4769K1ZL,ACG ASSOCIATED CAPSULES PVT. LTD.,MADHYA PRADESH,297,20.06.2023,84212900 Double Acting Actuator-(RET NO.049),EA, 7.00 ," 28,910.00 ", -   ," 28,910.00 ","RECEIVED ON 18.07.2023, NRGP NO.297, DATERD.18.07.2023",
27AAKPP7672H1Z4,RIDDHI ENTERPRISE,MAHARASTRA,303,22.06.2023,"S.S.304 CHAIN LINK 1/2""",MTRS, 16.75 ," 9,883.00 "," 1,779.00 "," 11,661.00 ",,
33AAACC3000F1ZN,HYDROXY ESTER (FG),TAMILNADU,305,22.06.2023,HYDROXY ESTER (FG),KGS, 2.43 ," 2,187.00 ", -   ," 2,187.00 ",,
36AAACD7999Q1ZL,Dr Reddy's Laboratories Ltd.(CPS UNIT 2),Andra Pradesh ,310,23.06.2023,Continuous liner for 400 dia  CLS  ,EA , 1.00 ," 8,500.00 "," 1,530.00 "," 10,030.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,MCB 6 Amp 3 Poles NBKRA103PC06A Schn.,EA, 4.00 ," 3,060.00 ", 551.00 ," 3,611.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,INFLATABLE SEAL Ø466.6 X Ø414 X 16.9H SI,EA, 1.00 ," 7,200.00 "," 1,296.00 "," 8,496.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,Regulator Air Pressure LR-3/8-D-MIDI 159,EA, 1.00 ," 2,067.00 ", 372.00 ," 2,439.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,Connector Tee QST--10 Festo 153131,EA, 4.00 , 896.00 , 161.00 ," 1,057.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,Connector Tee QST--8 Festo 153130,EA, 8.00 ," 1,224.00 ", 220.00 ," 1,444.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,Circlip External 18mm ID SS 304,EA, 4.00 , 48.00 , 9.00 , 57.00 ,,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 3.00 , 627.00 , 113.00 , 740.00 ,,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,"Triclover Silicone Gasket 2"" OD 3A",EA, 3.00 , 57.00 , 10.00 , 67.00 ,,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,"Triclover Gasket Silicone 1"" OD",EA, 2.00 , 28.00 , 5.00 , 33.00 ,,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,"Triclover Clamp 13MHM 1"" OD 3A S04",EA, 2.00 , 340.00 , 61.00 , 401.00 ,,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,"T.C.Ferrol Connector 1"" x 1/2""",EA, 6.00 ," 1,200.00 ", 216.00 ," 1,416.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,S.S.10x100 bolt With Nut,EA, 2.00 , 130.00 , 23.00 , 153.00 ,,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,Connector Reducer QS-10-8 Festo 153039,EA, 3.00 ," 1,299.00 ", 234.00 ," 1,533.00 ",,
37AAACI5950L1Z9,ITC LIMITED- C/o Spices G3 Plant,Andhra pradesh,319,27.06.2023,Regulator Air Pressure LR-1/4-D-MINI FE,EA, 1.00 ," 1,289.00 ", 232.02 ," 1,521.00 ",,
27AALCP9522A1ZF,SERUM INSTITUTE OF INDIA PVT.LTD. SEZ UNIT,MAHARASTRA,320,27.06.2023,Connector Elbow QSL-1/2-16 FESTO 153055,EA, 12.00 ," 1,380.00 ", -   ," 1,380.00 ",,
